deployment_mode,scenario,metric,statistic,value,run_count
edge_only,fault_free,detector_memory_std,p95,271194.11291102046,5
edge_only,fault_free,detector_memory_std,min,147829.5279782174,5
edge_only,fault_free,detector_memory_std,max,279083.5418652566,5
edge_only,fault_free,diagnosis_latency_ms_count,count,5,5
edge_only,fault_free,diagnosis_latency_ms_count,mean,0.0,5
edge_only,fault_free,diagnosis_latency_ms_count,median,0.0,5
edge_only,fault_free,diagnosis_latency_ms_count,std,0.0,5
edge_only,fault_free,diagnosis_latency_ms_count,p95,0.0,5
edge_only,fault_free,diagnosis_latency_ms_count,min,0.0,5
edge_only,fault_free,diagnosis_latency_ms_count,max,0.0,5
edge_only,fault_free,diagnosis_processing_ms_count,count,5,5
edge_only,fault_free,diagnosis_processing_ms_count,mean,0.0,5
edge_only,fault_free,diagnosis_processing_ms_count,median,0.0,5
edge_only,fault_free,diagnosis_processing_ms_count,std,0.0,5
edge_only,fault_free,diagnosis_processing_ms_count,p95,0.0,5
edge_only,fault_free,diagnosis_processing_ms_count,min,0.0,5
edge_only,fault_free,diagnosis_processing_ms_count,max,0.0,5
edge_only,fault_free,diagnosis_requests,count,5,5
edge_only,fault_free,diagnosis_requests,mean,0.0,5
edge_only,fault_free,diagnosis_requests,median,0.0,5
edge_only,fault_free,diagnosis_requests,std,0.0,5
edge_only,fault_free,diagnosis_requests,p95,0.0,5
edge_only,fault_free,diagnosis_requests,min,0.0,5
edge_only,fault_free,diagnosis_requests,max,0.0,5
edge_only,fault_free,e2e_latency_ms_count,count,5,5
edge_only,fault_free,e2e_latency_ms_count,mean,0.0,5
edge_only,fault_free,e2e_latency_ms_count,median,0.0,5
edge_only,fault_free,e2e_latency_ms_count,std,0.0,5
edge_only,fault_free,e2e_latency_ms_count,p95,0.0,5
edge_only,fault_free,e2e_latency_ms_count,min,0.0,5
edge_only,fault_free,e2e_latency_ms_count,max,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes,count,5,5
edge_only,fault_free,estimated_cloud_data_bytes,mean,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes,median,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes,std,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes,p95,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes,min,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes,max,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,count,5,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,mean,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,median,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,std,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,p95,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,min,0.0,5
edge_only,fault_free,estimated_cloud_data_bytes_per_minute,max,0.0,5
edge_only,fault_sustained,anomaly_events,count,5,5
edge_only,fault_sustained,anomaly_events,mean,2215.8,5
edge_only,fault_sustained,anomaly_events,median,2216.0,5
edge_only,fault_sustained,anomaly_events,std,8.67179335547152,5
edge_only,fault_sustained,anomaly_events,p95,2226.0,5
edge_only,fault_sustained,anomaly_events,min,2204.0,5
edge_only,fault_sustained,anomaly_events,max,2228.0,5
edge_only,fault_sustained,anomaly_ratio_count,count,5,5
edge_only,fault_sustained,anomaly_ratio_count,mean,31.6,5
edge_only,fault_sustained,anomaly_ratio_count,median,32.0,5
edge_only,fault_sustained,anomaly_ratio_count,std,0.5477225575051661,5
edge_only,fault_sustained,anomaly_ratio_count,p95,32.0,5
edge_only,fault_sustained,anomaly_ratio_count,min,31.0,5
edge_only,fault_sustained,anomaly_ratio_count,max,32.0,5
edge_only,fault_sustained,anomaly_ratio_max,count,5,5
edge_only,fault_sustained,anomaly_ratio_max,mean,1.0,5
edge_only,fault_sustained,anomaly_ratio_max,median,1.0,5
edge_only,fault_sustained,anomaly_ratio_max,std,0.0,5
edge_only,fault_sustained,anomaly_ratio_max,p95,1.0,5
edge_only,fault_sustained,anomaly_ratio_max,min,1.0,5
edge_only,fault_sustained,anomaly_ratio_max,max,1.0,5
edge_only,fault_sustained,anomaly_ratio_mean,count,5,5
edge_only,fault_sustained,anomaly_ratio_mean,mean,0.6875927419354839,5
edge_only,fault_sustained,anomaly_ratio_mean,median,0.6906451612903226,5
edge_only,fault_sustained,anomaly_ratio_mean,std,0.00793288939667576,5
edge_only,fault_sustained,anomaly_ratio_mean,p95,0.6936673387096775,5
edge_only,fault_sustained,anomaly_ratio_mean,min,0.6740625,5
edge_only,fault_sustained,anomaly_ratio_mean,max,0.6941935483870968,5
edge_only,fault_sustained,anomaly_ratio_median,count,5,5
edge_only,fault_sustained,anomaly_ratio_median,mean,0.935,5
edge_only,fault_sustained,anomaly_ratio_median,median,0.935,5
edge_only,fault_sustained,anomaly_ratio_median,std,0.006123724356957906,5
edge_only,fault_sustained,anomaly_ratio_median,p95,0.94,5
edge_only,fault_sustained,anomaly_ratio_median,min,0.925,5
edge_only,fault_sustained,anomaly_ratio_median,max,0.94,5
edge_only,fault_sustained,anomaly_ratio_min,count,5,5
edge_only,fault_sustained,anomaly_ratio_min,mean,0.0,5
edge_only,fault_sustained,anomaly_ratio_min,median,0.0,5
edge_only,fault_sustained,anomaly_ratio_min,std,0.0,5
edge_only,fault_sustained,anomaly_ratio_min,p95,0.0,5
edge_only,fault_sustained,anomaly_ratio_min,min,0.0,5
edge_only,fault_sustained,anomaly_ratio_min,max,0.0,5
edge_only,fault_sustained,anomaly_ratio_p95,count,5,5
edge_only,fault_sustained,anomaly_ratio_p95,mean,1.0,5
edge_only,fault_sustained,anomaly_ratio_p95,median,1.0,5
edge_only,fault_sustained,anomaly_ratio_p95,std,0.0,5
edge_only,fault_sustained,anomaly_ratio_p95,p95,1.0,5
edge_only,fault_sustained,anomaly_ratio_p95,min,1.0,5
edge_only,fault_sustained,anomaly_ratio_p95,max,1.0,5
edge_only,fault_sustained,anomaly_ratio_std,count,5,5
edge_only,fault_sustained,anomaly_ratio_std,mean,0.4158155051301173,5
edge_only,fault_sustained,anomaly_ratio_std,median,0.4147028992226313,5
edge_only,fault_sustained,anomaly_ratio_std,std,0.004792129923623163,5
edge_only,fault_sustained,anomaly_ratio_std,p95,0.4219687155725925,5
edge_only,fault_sustained,anomaly_ratio_std,min,0.41137934283295924,5
edge_only,fault_sustained,anomaly_ratio_std,max,0.4229303258030464,5
edge_only,fault_sustained,classifier_cpu_count,count,5,5
edge_only,fault_sustained,classifier_cpu_count,mean,157.6,5
edge_only,fault_sustained,classifier_cpu_count,median,158.0,5
edge_only,fault_sustained,classifier_cpu_count,std,0.5477225575051661,5
edge_only,fault_sustained,classifier_cpu_count,p95,158.0,5
edge_only,fault_sustained,classifier_cpu_count,min,157.0,5
edge_only,fault_sustained,classifier_cpu_count,max,158.0,5
edge_only,fault_sustained,classifier_cpu_max,count,5,5
edge_only,fault_sustained,classifier_cpu_max,mean,17.615888416631734,5
edge_only,fault_sustained,classifier_cpu_max,median,21.61409992305269,5
edge_only,fault_sustained,classifier_cpu_max,std,9.946139246671828,5
edge_only,fault_sustained,classifier_cpu_max,p95,27.82494144175492,5
edge_only,fault_sustained,classifier_cpu_max,min,6.09095794860216,5
edge_only,fault_sustained,classifier_cpu_max,max,29.010072426247678,5
edge_only,fault_sustained,classifier_cpu_mean,count,5,5
edge_only,fault_sustained,classifier_cpu_mean,mean,1.6224040598437344,5
edge_only,fault_sustained,classifier_cpu_mean,median,1.6052307140895208,5
edge_only,fault_sustained,classifier_cpu_mean,std,0.13846630968793563,5
edge_only,fault_sustained,classifier_cpu_mean,p95,1.7664907132334686,5
edge_only,fault_sustained,classifier_cpu_mean,min,1.4824528971695217,5
edge_only,fault_sustained,classifier_cpu_mean,max,1.767654066993926,5
edge_only,fault_sustained,classifier_cpu_median,count,5,5
edge_only,fault_sustained,classifier_cpu_median,mean,0.1971741522311776,5
edge_only,fault_sustained,classifier_cpu_median,median,0.19733014268870963,5
edge_only,fault_sustained,classifier_cpu_median,std,0.0013247430934179725,5
edge_only,fault_sustained,classifier_cpu_median,p95,0.19878673014409065,5
edge_only,fault_sustained,classifier_cpu_median,min,0.1956037558933062,5
edge_only,fault_sustained,classifier_cpu_median,max,0.19911778663452354,5
edge_only,fault_sustained,classifier_cpu_min,count,5,5
edge_only,fault_sustained,classifier_cpu_min,mean,0.16425793955537688,5
edge_only,fault_sustained,classifier_cpu_min,median,0.1661247264713777,5
edge_only,fault_sustained,classifier_cpu_min,std,0.003707821837654764,5
edge_only,fault_sustained,classifier_cpu_min,p95,0.1672974878416505,5
edge_only,fault_sustained,classifier_cpu_min,min,0.15870750300793618,5
edge_only,fault_sustained,classifier_cpu_min,max,0.1674166370258596,5
edge_only,fault_sustained,classifier_cpu_p95,count,5,5
edge_only,fault_sustained,classifier_cpu_p95,mean,6.20901830867387,5
edge_only,fault_sustained,classifier_cpu_p95,median,6.011457439582839,5
edge_only,fault_sustained,classifier_cpu_p95,std,0.48611966742784457,5
edge_only,fault_sustained,classifier_cpu_p95,p95,6.86523201772418,5
edge_only,fault_sustained,classifier_cpu_p95,min,5.967745851531069,5
edge_only,fault_sustained,classifier_cpu_p95,max,7.077758501587923,5
edge_only,fault_sustained,classifier_cpu_std,count,5,5
edge_only,fault_sustained,classifier_cpu_std,mean,2.8155484040182857,5
edge_only,fault_sustained,classifier_cpu_std,median,2.7730508278894064,5
edge_only,fault_sustained,classifier_cpu_std,std,0.5769614179843779,5
edge_only,fault_sustained,classifier_cpu_std,p95,3.447844119236077,5
edge_only,fault_sustained,classifier_cpu_std,min,2.196226730441026,5
edge_only,fault_sustained,classifier_cpu_std,max,3.480936893276685,5
edge_only,fault_sustained,classifier_memory_count,count,5,5
edge_only,fault_sustained,classifier_memory_count,mean,158.6,5
edge_only,fault_sustained,classifier_memory_count,median,159.0,5
edge_only,fault_sustained,classifier_memory_count,std,0.5477225575051661,5
edge_only,fault_sustained,classifier_memory_count,p95,159.0,5
edge_only,fault_sustained,classifier_memory_count,min,158.0,5
edge_only,fault_sustained,classifier_memory_count,max,159.0,5
edge_only,fault_sustained,classifier_memory_max,count,5,5
edge_only,fault_sustained,classifier_memory_max,mean,359317504.0,5
edge_only,fault_sustained,classifier_memory_max,median,358215680.0,5
edge_only,fault_sustained,classifier_memory_max,std,1940931.4261189136,5
edge_only,fault_sustained,classifier_memory_max,p95,361911091.2,5
edge_only,fault_sustained,classifier_memory_max,min,357695488.0,5
edge_only,fault_sustained,classifier_memory_max,max,362348544.0,5
edge_only,fault_sustained,classifier_memory_mean,count,5,5
edge_only,fault_sustained,classifier_memory_mean,mean,351101495.5247512,5
edge_only,fault_sustained,classifier_memory_mean,median,351856678.6415094,5
edge_only,fault_sustained,classifier_memory_mean,std,1808150.655407756,5
edge_only,fault_sustained,classifier_memory_mean,p95,352030408.5853037,5
edge_only,fault_sustained,classifier_memory_mean,min,347871283.84810126,5
edge_only,fault_sustained,classifier_memory_mean,max,352066106.3291139,5
edge_only,fault_sustained,classifier_memory_median,count,5,5
edge_only,fault_sustained,classifier_memory_median,mean,351741952.0,5
edge_only,fault_sustained,classifier_memory_median,median,351748096.0,5
edge_only,fault_sustained,classifier_memory_median,std,211718.0361896454,5
edge_only,fault_sustained,classifier_memory_median,p95,351953715.2,5
edge_only,fault_sustained,classifier_memory_median,min,351406080.0,5
edge_only,fault_sustained,classifier_memory_median,max,351985664.0,5
edge_only,fault_sustained,classifier_memory_min,count,5,5
edge_only,fault_sustained,classifier_memory_min,mean,348831744.0,5
edge_only,fault_sustained,classifier_memory_min,median,351494144.0,5
edge_only,fault_sustained,classifier_memory_min,std,6066234.770815914,5
edge_only,fault_sustained,classifier_memory_min,p95,351664537.6,5
edge_only,fault_sustained,classifier_memory_min,min,337981440.0,5
edge_only,fault_sustained,classifier_memory_min,max,351707136.0,5
edge_only,fault_sustained,classifier_memory_p95,count,5,5
edge_only,fault_sustained,classifier_memory_p95,mean,352013189.12,5
edge_only,fault_sustained,classifier_memory_p95,median,352006144.0,5
edge_only,fault_sustained,classifier_memory_p95,std,159159.8822151913,5
edge_only,fault_sustained,classifier_memory_p95,p95,352202342.40000004,5
edge_only,fault_sustained,classifier_memory_p95,min,351797248.0,5
edge_only,fault_sustained,classifier_memory_p95,max,352240844.8,5
edge_only,fault_sustained,classifier_memory_std,count,5,5
edge_only,fault_sustained,classifier_memory_std,mean,1711988.0255419083,5
edge_only,fault_sustained,classifier_memory_std,median,687846.2783750847,5
edge_only,fault_sustained,classifier_memory_std,std,2381405.1799255423,5
edge_only,fault_sustained,classifier_memory_std,p95,4916713.13524407,5
edge_only,fault_sustained,classifier_memory_std,min,529655.334972352,5
edge_only,fault_sustained,classifier_memory_std,max,5970185.362819588,5
edge_only,fault_sustained,cloud_escalations,count,5,5
edge_only,fault_sustained,cloud_escalations,mean,23.4,5
edge_only,fault_sustained,cloud_escalations,median,23.0,5
edge_only,fault_sustained,cloud_escalations,std,0.5477225575051661,5
edge_only,fault_sustained,cloud_escalations,p95,24.0,5
edge_only,fault_sustained,cloud_escalations,min,23.0,5
edge_only,fault_sustained,cloud_escalations,max,24.0,5
edge_only,fault_sustained,detection_latency_ms_count,count,5,5
edge_only,fault_sustained,detection_latency_ms_count,mean,2215.8,5
edge_only,fault_sustained,detection_latency_ms_count,median,2216.0,5
edge_only,fault_sustained,detection_latency_ms_count,std,8.67179335547152,5
edge_only,fault_sustained,detection_latency_ms_count,p95,2226.0,5
edge_only,fault_sustained,detection_latency_ms_count,min,2204.0,5
edge_only,fault_sustained,detection_latency_ms_count,max,2228.0,5
edge_only,fault_sustained,detection_latency_ms_max,count,5,5
edge_only,fault_sustained,detection_latency_ms_max,mean,89.09182548522949,5
edge_only,fault_sustained,detection_latency_ms_max,median,87.50796318054199,5
edge_only,fault_sustained,detection_latency_ms_max,std,17.56537205000695,5
edge_only,fault_sustained,detection_latency_ms_max,p95,110.49857139587402,5
edge_only,fault_sustained,detection_latency_ms_max,min,66.93863868713379,5
edge_only,fault_sustained,detection_latency_ms_max,max,114.1357421875,5
edge_only,fault_sustained,detection_latency_ms_mean,count,5,5
edge_only,fault_sustained,detection_latency_ms_mean,mean,4.780626001507224,5
edge_only,fault_sustained,detection_latency_ms_mean,median,4.793439776079873,5
edge_only,fault_sustained,detection_latency_ms_mean,std,0.10331843573684737,5
edge_only,fault_sustained,detection_latency_ms_mean,p95,4.903606864822529,5
edge_only,fault_sustained,detection_latency_ms_mean,min,4.647972138823291,5
edge_only,fault_sustained,detection_latency_ms_mean,max,4.929175884257146,5
edge_only,fault_sustained,detection_latency_ms_median,count,5,5
edge_only,fault_sustained,detection_latency_ms_median,mean,4.010772705078125,5
edge_only,fault_sustained,detection_latency_ms_median,median,4.009604454040527,5
edge_only,fault_sustained,detection_latency_ms_median,std,0.006247635924591425,5
edge_only,fault_sustained,detection_latency_ms_median,p95,4.018974304199219,5
edge_only,fault_sustained,detection_latency_ms_median,min,4.004359245300293,5
edge_only,fault_sustained,detection_latency_ms_median,max,4.02069091796875,5
edge_only,fault_sustained,detection_latency_ms_min,count,5,5
edge_only,fault_sustained,detection_latency_ms_min,mean,3.7115097045898438,5
edge_only,fault_sustained,detection_latency_ms_min,median,3.7140846252441406,5
edge_only,fault_sustained,detection_latency_ms_min,std,0.01939810248021416,5
edge_only,fault_sustained,detection_latency_ms_min,p95,3.7313461303710938,5
edge_only,fault_sustained,detection_latency_ms_min,min,3.6864280700683594,5
edge_only,fault_sustained,detection_latency_ms_min,max,3.732442855834961,5
edge_only,fault_sustained,detection_latency_ms_p95,count,5,5
edge_only,fault_sustained,detection_latency_ms_p95,mean,6.858420372009279,5
edge_only,fault_sustained,detection_latency_ms_p95,median,6.603252887725835,5
edge_only,fault_sustained,detection_latency_ms_p95,std,1.012673123492248,5
edge_only,fault_sustained,detection_latency_ms_p95,p95,8.234877586364746,5
edge_only,fault_sustained,detection_latency_ms_p95,min,6.145834922790527,5
edge_only,fault_sustained,detection_latency_ms_p95,max,8.622181415557863,5
edge_only,fault_sustained,detection_latency_ms_std,count,5,5
edge_only,fault_sustained,detection_latency_ms_std,mean,4.499158272418314,5
edge_only,fault_sustained,detection_latency_ms_std,median,4.6617360783363315,5
edge_only,fault_sustained,detection_latency_ms_std,std,0.6412071310930452,5
edge_only,fault_sustained,detection_latency_ms_std,p95,5.108234862534648,5
edge_only,fault_sustained,detection_latency_ms_std,min,3.499452303245221,5
edge_only,fault_sustained,detection_latency_ms_std,max,5.170239309037494,5
edge_only,fault_sustained,detector_cpu_count,count,5,5
edge_only,fault_sustained,detector_cpu_count,mean,157.8,5
edge_only,fault_sustained,detector_cpu_count,median,158.0,5
edge_only,fault_sustained,detector_cpu_count,std,0.4472135954999579,5
edge_only,fault_sustained,detector_cpu_count,p95,158.0,5
edge_only,fault_sustained,detector_cpu_count,min,157.0,5
edge_only,fault_sustained,detector_cpu_count,max,158.0,5
edge_only,fault_sustained,detector_cpu_max,count,5,5
edge_only,fault_sustained,detector_cpu_max,mean,22.70689047123115,5
edge_only,fault_sustained,detector_cpu_max,median,22.838308972181835,5
edge_only,fault_sustained,detector_cpu_max,std,3.070630330851784,5
edge_only,fault_sustained,detector_cpu_max,p95,25.956423071526743,5
edge_only,fault_sustained,detector_cpu_max,min,19.314494445223897,5
edge_only,fault_sustained,detector_cpu_max,max,26.111612252714917,5
edge_only,fault_sustained,detector_cpu_mean,count,5,5
edge_only,fault_sustained,detector_cpu_mean,mean,5.41848024319879,5
edge_only,fault_sustained,detector_cpu_mean,median,5.39346114194369,5
edge_only,fault_sustained,detector_cpu_mean,std,0.11248823183966011,5
edge_only,fault_sustained,detector_cpu_mean,p95,5.564426602903782,5
edge_only,fault_sustained,detector_cpu_mean,min,5.297547386037617,5
edge_only,fault_sustained,detector_cpu_mean,max,5.604169520612825,5
edge_only,fault_sustained,detector_cpu_median,count,5,5
edge_only,fault_sustained,detector_cpu_median,mean,4.705778054688433,5
edge_only,fault_sustained,detector_cpu_median,median,4.694608902103974,5
edge_only,fault_sustained,detector_cpu_median,std,0.0163205162126253,5
edge_only,fault_sustained,detector_cpu_median,p95,4.7238358121174135,5
edge_only,fault_sustained,detector_cpu_median,min,4.692970262374661,5
edge_only,fault_sustained,detector_cpu_median,max,4.7239643725955744,5
edge_only,fault_sustained,detector_cpu_min,count,5,5
edge_only,fault_sustained,detector_cpu_min,mean,2.3791382347205143,5
edge_only,fault_sustained,detector_cpu_min,median,2.4531356770100894,5
edge_only,fault_sustained,detector_cpu_min,std,0.7256211005657848,5
edge_only,fault_sustained,detector_cpu_min,p95,3.2940388817198984,5
edge_only,fault_sustained,detector_cpu_min,min,1.7104635023871038,5
edge_only,fault_sustained,detector_cpu_min,max,3.496537968189993,5
edge_only,fault_sustained,detector_cpu_p95,count,5,5
edge_only,fault_sustained,detector_cpu_p95,mean,8.182458672332372,5
edge_only,fault_sustained,detector_cpu_p95,median,7.713929403486507,5
edge_only,fault_sustained,detector_cpu_p95,std,1.1093396876480304,5
edge_only,fault_sustained,detector_cpu_p95,p95,9.688277476924679,5
edge_only,fault_sustained,detector_cpu_p95,min,7.544133161900672,5
edge_only,fault_sustained,detector_cpu_p95,max,10.15998792440532,5
edge_only,fault_sustained,detector_cpu_std,count,5,5
edge_only,fault_sustained,detector_cpu_std,mean,2.5391176695070024,5
edge_only,fault_sustained,detector_cpu_std,median,2.486562541060201,5
edge_only,fault_sustained,detector_cpu_std,std,0.2945625017347448,5
edge_only,fault_sustained,detector_cpu_std,p95,2.869650748781649,5
edge_only,fault_sustained,detector_cpu_std,min,2.1757162567154817,5
edge_only,fault_sustained,detector_cpu_std,max,2.8929407631830095,5
edge_only,fault_sustained,detector_memory_count,count,5,5
edge_only,fault_sustained,detector_memory_count,mean,158.8,5
edge_only,fault_sustained,detector_memory_count,median,159.0,5
edge_only,fault_sustained,detector_memory_count,std,0.4472135954999579,5
edge_only,fault_sustained,detector_memory_count,p95,159.0,5
edge_only,fault_sustained,detector_memory_count,min,158.0,5
edge_only,fault_sustained,detector_memory_count,max,159.0,5
edge_only,fault_sustained,detector_memory_max,count,5,5
edge_only,fault_sustained,detector_memory_max,mean,259860070.4,5
edge_only,fault_sustained,detector_memory_max,median,259858432.0,5
edge_only,fault_sustained,detector_memory_max,std,169219.83414718264,5
edge_only,fault_sustained,detector_memory_max,p95,260055040.0,5
edge_only,fault_sustained,detector_memory_max,min,259620864.0,5
edge_only,fault_sustained,detector_memory_max,max,260096000.0,5
edge_only,fault_sustained,detector_memory_mean,count,5,5
edge_only,fault_sustained,detector_memory_mean,mean,257921509.38301092,5
edge_only,fault_sustained,detector_memory_mean,median,257922621.18238994,5
edge_only,fault_sustained,detector_memory_mean,std,13772.967082759838,5
edge_only,fault_sustained,detector_memory_mean,p95,257933044.0855346,5
edge_only,fault_sustained,detector_memory_mean,min,257898611.9245283,5
edge_only,fault_sustained,detector_memory_mean,max,257933595.3710692,5
edge_only,fault_sustained,detector_memory_median,count,5,5
edge_only,fault_sustained,detector_memory_median,mean,257939865.6,5
edge_only,fault_sustained,detector_memory_median,median,257945600.0,5
edge_only,fault_sustained,detector_memory_median,std,10280.87840605072,5
edge_only,fault_sustained,detector_memory_median,p95,257948876.8,5
edge_only,fault_sustained,detector_memory_median,min,257925120.0,5
edge_only,fault_sustained,detector_memory_median,max,257949696.0,5
edge_only,fault_sustained,detector_memory_min,count,5,5
edge_only,fault_sustained,detector_memory_min,mean,257578598.4,5
edge_only,fault_sustained,detector_memory_min,median,257589248.0,5
edge_only,fault_sustained,detector_memory_min,std,25015.798144372686,5
edge_only,fault_sustained,detector_memory_min,p95,257596620.8,5
edge_only,fault_sustained,detector_memory_min,min,257536000.0,5
edge_only,fault_sustained,detector_memory_min,max,257597440.0,5
edge_only,fault_sustained,detector_memory_p95,count,5,5
edge_only,fault_sustained,detector_memory_p95,mean,258059018.24,5
edge_only,fault_sustained,detector_memory_p95,median,258064793.6,5
edge_only,fault_sustained,detector_memory_p95,std,13331.205837730575,5
edge_only,fault_sustained,detector_memory_p95,p95,258068070.4,5
edge_only,fault_sustained,detector_memory_p95,min,258035712.0,5
edge_only,fault_sustained,detector_memory_p95,max,258068889.6,5
edge_only,fault_sustained,detector_memory_std,count,5,5
edge_only,fault_sustained,detector_memory_std,mean,197486.67765195653,5
edge_only,fault_sustained,detector_memory_std,median,196350.27536537257,5
edge_only,fault_sustained,detector_memory_std,std,12838.38710049803,5
edge_only,fault_sustained,detector_memory_std,p95,213685.04638429958,5
edge_only,fault_sustained,detector_memory_std,min,182669.5512836993,5
edge_only,fault_sustained,detector_memory_std,max,216768.5682993375,5
edge_only,fault_sustained,diagnosis_latency_ms_count,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_count,mean,23.4,5
edge_only,fault_sustained,diagnosis_latency_ms_count,median,23.0,5
edge_only,fault_sustained,diagnosis_latency_ms_count,std,0.5477225575051661,5
edge_only,fault_sustained,diagnosis_latency_ms_count,p95,24.0,5
edge_only,fault_sustained,diagnosis_latency_ms_count,min,23.0,5
edge_only,fault_sustained,diagnosis_latency_ms_count,max,24.0,5
edge_only,fault_sustained,diagnosis_latency_ms_max,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_max,mean,177.62470245361328,5
edge_only,fault_sustained,diagnosis_latency_ms_max,median,53.7111759185791,5
edge_only,fault_sustained,diagnosis_latency_ms_max,std,243.49744884874198,5
edge_only,fault_sustained,diagnosis_latency_ms_max,p95,514.6096706390381,5
edge_only,fault_sustained,diagnosis_latency_ms_max,min,24.17755126953125,5
edge_only,fault_sustained,diagnosis_latency_ms_max,max,601.517915725708,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,mean,28.991710275843523,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,median,22.14948336283366,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,std,13.252595219828569,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,p95,47.339820861816406,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,min,20.650708157083262,5
edge_only,fault_sustained,diagnosis_latency_ms_mean,max,51.90634727478027,5
edge_only,fault_sustained,diagnosis_latency_ms_median,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_median,mean,20.538663864135742,5
edge_only,fault_sustained,diagnosis_latency_ms_median,median,20.369529724121094,5
edge_only,fault_sustained,diagnosis_latency_ms_median,std,0.28212145115613274,5
edge_only,fault_sustained,diagnosis_latency_ms_median,p95,20.894813537597656,5
edge_only,fault_sustained,diagnosis_latency_ms_median,min,20.2944278717041,5
edge_only,fault_sustained,diagnosis_latency_ms_median,max,20.93338966369629,5
edge_only,fault_sustained,diagnosis_latency_ms_min,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_min,mean,17.762088775634766,5
edge_only,fault_sustained,diagnosis_latency_ms_min,median,17.410993576049805,5
edge_only,fault_sustained,diagnosis_latency_ms_min,std,0.5720916924761356,5
edge_only,fault_sustained,diagnosis_latency_ms_min,p95,18.521976470947266,5
edge_only,fault_sustained,diagnosis_latency_ms_min,min,17.307519912719727,5
edge_only,fault_sustained,diagnosis_latency_ms_min,max,18.64147186279297,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,mean,46.70583963394163,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,median,24.69097375869751,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,std,36.458465340681094,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,p95,96.98491573333732,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,min,23.885583877563473,5
edge_only,fault_sustained,diagnosis_latency_ms_p95,max,107.97600746154777,5
edge_only,fault_sustained,diagnosis_latency_ms_std,count,5,5
edge_only,fault_sustained,diagnosis_latency_ms_std,mean,33.111774062620995,5
edge_only,fault_sustained,diagnosis_latency_ms_std,median,6.9551275696892745,5
edge_only,fault_sustained,diagnosis_latency_ms_std,std,50.747652222417734,5
edge_only,fault_sustained,diagnosis_latency_ms_std,p95,103.35672856761985,5
edge_only,fault_sustained,diagnosis_latency_ms_std,min,1.6671634520405227,5
edge_only,fault_sustained,diagnosis_latency_ms_std,max,121.52216142544594,5
edge_only,fault_sustained,diagnosis_processing_ms_count,count,5,5
edge_only,fault_sustained,diagnosis_processing_ms_count,mean,23.4,5
edge_only,fault_sustained,diagnosis_processing_ms_count,median,23.0,5
edge_only,fault_sustained,diagnosis_processing_ms_count,std,0.5477225575051661,5
edge_only,fault_sustained,diagnosis_processing_ms_count,p95,24.0,5
edge_only,fault_sustained,diagnosis_processing_ms_count,min,23.0,5
edge_only,fault_sustained,diagnosis_processing_ms_count,max,24.0,5
edge_only,fault_sustained,diagnosis_processing_ms_max,count,5,5
edge_only,fault_sustained,diagnosis_processing_ms_max,mean,88.1502628326416,5
edge_only,fault_sustained,diagnosis_processing_ms_max,median,14.321565628051758,5
edge_only,fault_sustained,diagnosis_processing_ms_max,std,110.9126959592624,5
edge_only,fault_sustained,diagnosis_processing_ms_max,p95,234.33446884155273,5
edge_only,fault_sustained,diagnosis_processing_ms_max,min,8.26263427734375,5
edge_only,fault_sustained,diagnosis_processing_ms_max,max,255.60808181762695,5
edge_only,fault_sustained,diagnosis_processing_ms_mean,count,5,5
edge_only,fault_sustained,diagnosis_processing_ms_mean,mean,11.512338596841563,5
edge_only,fault_sustained,diagnosis_processing_ms_mean,median,7.575233777364095,5
edge_only,fault_sustained,diagnosis_processing_ms_mean,std,6.196526223263873,5
edge_only,fault_sustained,diagnosis_processing_ms_mean,p95,19.846073095349297,5
