deployment_mode,scenario,metric,statistic,value,run_count
cloud_only,fault_free,detector_memory_median,median,220483584.0,5
cloud_only,fault_free,detector_memory_median,std,672627.5555080984,5
cloud_only,fault_free,detector_memory_median,p95,221681254.4,5
cloud_only,fault_free,detector_memory_median,min,220418048.0,5
cloud_only,fault_free,detector_memory_median,max,221974528.0,5
cloud_only,fault_free,detector_memory_min,count,5,5
cloud_only,fault_free,detector_memory_min,mean,220508979.2,5
cloud_only,fault_free,detector_memory_min,median,220241920.0,5
cloud_only,fault_free,detector_memory_min,std,650854.2711138953,5
cloud_only,fault_free,detector_memory_min,p95,221386342.4,5
cloud_only,fault_free,detector_memory_min,min,220155904.0,5
cloud_only,fault_free,detector_memory_min,max,221671424.0,5
cloud_only,fault_free,detector_memory_p95,count,5,5
cloud_only,fault_free,detector_memory_p95,mean,220971253.76,5
cloud_only,fault_free,detector_memory_p95,median,220685107.2,5
cloud_only,fault_free,detector_memory_p95,std,689821.7083763967,5
cloud_only,fault_free,detector_memory_p95,p95,221901701.12,5
cloud_only,fault_free,detector_memory_p95,min,220610560.0,5
cloud_only,fault_free,detector_memory_p95,max,222203904.0,5
cloud_only,fault_free,detector_memory_std,count,5,5
cloud_only,fault_free,detector_memory_std,mean,184195.41280127855,5
cloud_only,fault_free,detector_memory_std,median,133740.12454415666,5
cloud_only,fault_free,detector_memory_std,std,76975.50922750805,5
cloud_only,fault_free,detector_memory_std,p95,270887.3868130413,5
cloud_only,fault_free,detector_memory_std,min,121359.7013755575,5
cloud_only,fault_free,detector_memory_std,max,272604.10613282595,5
cloud_only,fault_free,diagnosis_latency_ms_count,count,5,5
cloud_only,fault_free,diagnosis_latency_ms_count,mean,0.0,5
cloud_only,fault_free,diagnosis_latency_ms_count,median,0.0,5
cloud_only,fault_free,diagnosis_latency_ms_count,std,0.0,5
cloud_only,fault_free,diagnosis_latency_ms_count,p95,0.0,5
cloud_only,fault_free,diagnosis_latency_ms_count,min,0.0,5
cloud_only,fault_free,diagnosis_latency_ms_count,max,0.0,5
cloud_only,fault_free,diagnosis_processing_ms_count,count,5,5
cloud_only,fault_free,diagnosis_processing_ms_count,mean,0.0,5
cloud_only,fault_free,diagnosis_processing_ms_count,median,0.0,5
cloud_only,fault_free,diagnosis_processing_ms_count,std,0.0,5
cloud_only,fault_free,diagnosis_processing_ms_count,p95,0.0,5
cloud_only,fault_free,diagnosis_processing_ms_count,min,0.0,5
cloud_only,fault_free,diagnosis_processing_ms_count,max,0.0,5
cloud_only,fault_free,diagnosis_requests,count,5,5
cloud_only,fault_free,diagnosis_requests,mean,0.0,5
cloud_only,fault_free,diagnosis_requests,median,0.0,5
cloud_only,fault_free,diagnosis_requests,std,0.0,5
cloud_only,fault_free,diagnosis_requests,p95,0.0,5
cloud_only,fault_free,diagnosis_requests,min,0.0,5
cloud_only,fault_free,diagnosis_requests,max,0.0,5
cloud_only,fault_free,e2e_latency_ms_count,count,5,5
cloud_only,fault_free,e2e_latency_ms_count,mean,0.0,5
cloud_only,fault_free,e2e_latency_ms_count,median,0.0,5
cloud_only,fault_free,e2e_latency_ms_count,std,0.0,5
cloud_only,fault_free,e2e_latency_ms_count,p95,0.0,5
cloud_only,fault_free,e2e_latency_ms_count,min,0.0,5
cloud_only,fault_free,e2e_latency_ms_count,max,0.0,5
cloud_only,fault_free,estimated_cloud_data_bytes,count,5,5
cloud_only,fault_free,estimated_cloud_data_bytes,mean,2956741.1337783793,5
cloud_only,fault_free,estimated_cloud_data_bytes,median,2955634.999564085,5
cloud_only,fault_free,estimated_cloud_data_bytes,std,7944.694067487528,5
cloud_only,fault_free,estimated_cloud_data_bytes,p95,2967328.904190279,5
cloud_only,fault_free,estimated_cloud_data_bytes,min,2949710.657855549,5
cloud_only,fault_free,estimated_cloud_data_bytes,max,2969875.704129448,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,count,5,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,mean,590186.4,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,median,590186.4,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,std,6.376329780383572e-11,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,p95,590186.4,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,min,590186.3999999999,5
cloud_only,fault_free,estimated_cloud_data_bytes_per_minute,max,590186.4,5
cloud_only,fault_sustained,anomaly_events,count,5,5
cloud_only,fault_sustained,anomaly_events,mean,2220.4,5
cloud_only,fault_sustained,anomaly_events,median,2217.0,5
cloud_only,fault_sustained,anomaly_events,std,10.310189135025603,5
cloud_only,fault_sustained,anomaly_events,p95,2233.8,5
cloud_only,fault_sustained,anomaly_events,min,2210.0,5
cloud_only,fault_sustained,anomaly_events,max,2236.0,5
cloud_only,fault_sustained,anomaly_ratio_count,count,5,5
cloud_only,fault_sustained,anomaly_ratio_count,mean,32.0,5
cloud_only,fault_sustained,anomaly_ratio_count,median,32.0,5
cloud_only,fault_sustained,anomaly_ratio_count,std,0.0,5
cloud_only,fault_sustained,anomaly_ratio_count,p95,32.0,5
cloud_only,fault_sustained,anomaly_ratio_count,min,32.0,5
cloud_only,fault_sustained,anomaly_ratio_count,max,32.0,5
cloud_only,fault_sustained,anomaly_ratio_max,count,5,5
cloud_only,fault_sustained,anomaly_ratio_max,mean,1.0,5
cloud_only,fault_sustained,anomaly_ratio_max,median,1.0,5
cloud_only,fault_sustained,anomaly_ratio_max,std,0.0,5
cloud_only,fault_sustained,anomaly_ratio_max,p95,1.0,5
cloud_only,fault_sustained,anomaly_ratio_max,min,1.0,5
cloud_only,fault_sustained,anomaly_ratio_max,max,1.0,5
cloud_only,fault_sustained,anomaly_ratio_mean,count,5,5
cloud_only,fault_sustained,anomaly_ratio_mean,mean,0.680875,5
cloud_only,fault_sustained,anomaly_ratio_mean,median,0.6825,5
cloud_only,fault_sustained,anomaly_ratio_mean,std,0.00882058582946733,5
cloud_only,fault_sustained,anomaly_ratio_mean,p95,0.691125,5
cloud_only,fault_sustained,anomaly_ratio_mean,min,0.6703125,5
cloud_only,fault_sustained,anomaly_ratio_mean,max,0.6928124999999999,5
cloud_only,fault_sustained,anomaly_ratio_median,count,5,5
cloud_only,fault_sustained,anomaly_ratio_median,mean,0.923,5
cloud_only,fault_sustained,anomaly_ratio_median,median,0.92,5
cloud_only,fault_sustained,anomaly_ratio_median,std,0.007582875444051557,5
cloud_only,fault_sustained,anomaly_ratio_median,p95,0.933,5
cloud_only,fault_sustained,anomaly_ratio_median,min,0.915,5
cloud_only,fault_sustained,anomaly_ratio_median,max,0.935,5
cloud_only,fault_sustained,anomaly_ratio_min,count,5,5
cloud_only,fault_sustained,anomaly_ratio_min,mean,0.0,5
cloud_only,fault_sustained,anomaly_ratio_min,median,0.0,5
cloud_only,fault_sustained,anomaly_ratio_min,std,0.0,5
cloud_only,fault_sustained,anomaly_ratio_min,p95,0.0,5
cloud_only,fault_sustained,anomaly_ratio_min,min,0.0,5
cloud_only,fault_sustained,anomaly_ratio_min,max,0.0,5
cloud_only,fault_sustained,anomaly_ratio_p95,count,5,5
cloud_only,fault_sustained,anomaly_ratio_p95,mean,0.9969,5
cloud_only,fault_sustained,anomaly_ratio_p95,median,1.0,5
cloud_only,fault_sustained,anomaly_ratio_p95,std,0.0045332107826572664,5
cloud_only,fault_sustained,anomaly_ratio_p95,p95,1.0,5
cloud_only,fault_sustained,anomaly_ratio_p95,min,0.99,5
cloud_only,fault_sustained,anomaly_ratio_p95,max,1.0,5
cloud_only,fault_sustained,anomaly_ratio_std,count,5,5
cloud_only,fault_sustained,anomaly_ratio_std,mean,0.41694878627951115,5
cloud_only,fault_sustained,anomaly_ratio_std,median,0.41357606469707914,5
cloud_only,fault_sustained,anomaly_ratio_std,std,0.007264441182799068,5
cloud_only,fault_sustained,anomaly_ratio_std,p95,0.42637252362462547,5
cloud_only,fault_sustained,anomaly_ratio_std,min,0.4099664374539819,5
cloud_only,fault_sustained,anomaly_ratio_std,max,0.42775094030929245,5
cloud_only,fault_sustained,classifier_cpu_count,count,5,5
cloud_only,fault_sustained,classifier_cpu_count,mean,159.2,5
cloud_only,fault_sustained,classifier_cpu_count,median,160.0,5
cloud_only,fault_sustained,classifier_cpu_count,std,1.6431676725154984,5
cloud_only,fault_sustained,classifier_cpu_count,p95,160.8,5
cloud_only,fault_sustained,classifier_cpu_count,min,157.0,5
cloud_only,fault_sustained,classifier_cpu_count,max,161.0,5
cloud_only,fault_sustained,classifier_cpu_max,count,5,5
cloud_only,fault_sustained,classifier_cpu_max,mean,2.277668684125802,5
cloud_only,fault_sustained,classifier_cpu_max,median,2.1617678832689027,5
cloud_only,fault_sustained,classifier_cpu_max,std,0.2635623888679615,5
cloud_only,fault_sustained,classifier_cpu_max,p95,2.5656236209143266,5
cloud_only,fault_sustained,classifier_cpu_max,min,2.0403321676755,5
cloud_only,fault_sustained,classifier_cpu_max,max,2.5680634343346433,5
cloud_only,fault_sustained,classifier_cpu_mean,count,5,5
cloud_only,fault_sustained,classifier_cpu_mean,mean,0.5347313021483109,5
cloud_only,fault_sustained,classifier_cpu_mean,median,0.5251692405801704,5
cloud_only,fault_sustained,classifier_cpu_mean,std,0.018263586633440153,5
cloud_only,fault_sustained,classifier_cpu_mean,p95,0.5571717972507834,5
cloud_only,fault_sustained,classifier_cpu_mean,min,0.517374860745303,5
cloud_only,fault_sustained,classifier_cpu_mean,max,0.559225891220108,5
cloud_only,fault_sustained,classifier_cpu_median,count,5,5
cloud_only,fault_sustained,classifier_cpu_median,mean,0.10364516768271827,5
cloud_only,fault_sustained,classifier_cpu_median,median,0.10314785573066255,5
cloud_only,fault_sustained,classifier_cpu_median,std,0.0017962802621351312,5
cloud_only,fault_sustained,classifier_cpu_median,p95,0.10593728600003657,5
cloud_only,fault_sustained,classifier_cpu_median,min,0.10181165954686142,5
cloud_only,fault_sustained,classifier_cpu_median,max,0.1062794658185274,5
cloud_only,fault_sustained,classifier_cpu_min,count,5,5
cloud_only,fault_sustained,classifier_cpu_min,mean,0.08562850206639201,5
cloud_only,fault_sustained,classifier_cpu_min,median,0.08566581989499751,5
cloud_only,fault_sustained,classifier_cpu_min,std,0.004569489458971631,5
cloud_only,fault_sustained,classifier_cpu_min,p95,0.09019340779838289,5
cloud_only,fault_sustained,classifier_cpu_min,min,0.07846864474978932,5
cloud_only,fault_sustained,classifier_cpu_min,max,0.09071140611038796,5
cloud_only,fault_sustained,classifier_cpu_p95,count,5,5
cloud_only,fault_sustained,classifier_cpu_p95,mean,2.1837783129902166,5
cloud_only,fault_sustained,classifier_cpu_p95,median,2.117389724723049,5
cloud_only,fault_sustained,classifier_cpu_p95,std,0.20191082390937456,5
cloud_only,fault_sustained,classifier_cpu_p95,p95,2.4283397382303966,5
cloud_only,fault_sustained,classifier_cpu_p95,min,2.000593806853682,5
cloud_only,fault_sustained,classifier_cpu_p95,max,2.450669673469103,5
cloud_only,fault_sustained,classifier_cpu_std,count,5,5
cloud_only,fault_sustained,classifier_cpu_std,mean,0.7918085957215579,5
cloud_only,fault_sustained,classifier_cpu_std,median,0.7763488146607074,5
cloud_only,fault_sustained,classifier_cpu_std,std,0.06312683961795917,5
cloud_only,fault_sustained,classifier_cpu_std,p95,0.8664875851651158,5
cloud_only,fault_sustained,classifier_cpu_std,min,0.7327571910974089,5
cloud_only,fault_sustained,classifier_cpu_std,max,0.8726512952583305,5
cloud_only,fault_sustained,classifier_memory_count,count,5,5
cloud_only,fault_sustained,classifier_memory_count,mean,160.2,5
cloud_only,fault_sustained,classifier_memory_count,median,161.0,5
cloud_only,fault_sustained,classifier_memory_count,std,1.6431676725154984,5
cloud_only,fault_sustained,classifier_memory_count,p95,161.8,5
cloud_only,fault_sustained,classifier_memory_count,min,158.0,5
cloud_only,fault_sustained,classifier_memory_count,max,162.0,5
cloud_only,fault_sustained,classifier_memory_max,count,5,5
cloud_only,fault_sustained,classifier_memory_max,mean,254656512.0,5
cloud_only,fault_sustained,classifier_memory_max,median,255528960.0,5
cloud_only,fault_sustained,classifier_memory_max,std,2273735.6804554043,5
cloud_only,fault_sustained,classifier_memory_max,p95,256756940.8,5
cloud_only,fault_sustained,classifier_memory_max,min,252026880.0,5
cloud_only,fault_sustained,classifier_memory_max,max,256827392.0,5
cloud_only,fault_sustained,classifier_memory_mean,count,5,5
cloud_only,fault_sustained,classifier_memory_mean,mean,246035579.28671744,5
cloud_only,fault_sustained,classifier_memory_mean,median,246287061.87341774,5
cloud_only,fault_sustained,classifier_memory_mean,std,692256.9178052151,5
cloud_only,fault_sustained,classifier_memory_mean,p95,246435163.6304682,5
cloud_only,fault_sustained,classifier_memory_mean,min,244805275.82608697,5
cloud_only,fault_sustained,classifier_memory_mean,max,246446505.05660376,5
cloud_only,fault_sustained,classifier_memory_median,count,5,5
cloud_only,fault_sustained,classifier_memory_median,mean,246192537.6,5
cloud_only,fault_sustained,classifier_memory_median,median,246202368.0,5
cloud_only,fault_sustained,classifier_memory_median,std,181882.69436315264,5
cloud_only,fault_sustained,classifier_memory_median,p95,246360473.6,5
cloud_only,fault_sustained,classifier_memory_median,min,245895168.0,5
cloud_only,fault_sustained,classifier_memory_median,max,246378496.0,5
cloud_only,fault_sustained,classifier_memory_min,count,5,5
cloud_only,fault_sustained,classifier_memory_min,mean,245197209.6,5
cloud_only,fault_sustained,classifier_memory_min,median,245993472.0,5
cloud_only,fault_sustained,classifier_memory_min,std,1838402.8026297174,5
cloud_only,fault_sustained,classifier_memory_min,p95,246073753.6,5
cloud_only,fault_sustained,classifier_memory_min,min,241909760.0,5
cloud_only,fault_sustained,classifier_memory_min,max,246079488.0,5
cloud_only,fault_sustained,classifier_memory_p95,count,5,5
cloud_only,fault_sustained,classifier_memory_p95,mean,246453002.24,5
cloud_only,fault_sustained,classifier_memory_p95,median,246427648.0,5
cloud_only,fault_sustained,classifier_memory_p95,std,136657.34826450952,5
cloud_only,fault_sustained,classifier_memory_p95,p95,246602096.64,5
cloud_only,fault_sustained,classifier_memory_p95,min,246259712.0,5
cloud_only,fault_sustained,classifier_memory_p95,max,246616064.0,5
cloud_only,fault_sustained,classifier_memory_std,count,5,5
cloud_only,fault_sustained,classifier_memory_std,mean,951025.5580871413,5
cloud_only,fault_sustained,classifier_memory_std,median,748690.6863959134,5
cloud_only,fault_sustained,classifier_memory_std,std,606788.0437143844,5
cloud_only,fault_sustained,classifier_memory_std,p95,1775202.2212798106,5
cloud_only,fault_sustained,classifier_memory_std,min,472040.20986388216,5
cloud_only,fault_sustained,classifier_memory_std,max,2009142.8208981236,5
cloud_only,fault_sustained,cloud_escalations,count,5,5
cloud_only,fault_sustained,cloud_escalations,mean,23.4,5
cloud_only,fault_sustained,cloud_escalations,median,23.0,5
cloud_only,fault_sustained,cloud_escalations,std,0.5477225575051661,5
cloud_only,fault_sustained,cloud_escalations,p95,24.0,5
cloud_only,fault_sustained,cloud_escalations,min,23.0,5
cloud_only,fault_sustained,cloud_escalations,max,24.0,5
cloud_only,fault_sustained,detection_latency_ms_count,count,5,5
cloud_only,fault_sustained,detection_latency_ms_count,mean,2220.4,5
cloud_only,fault_sustained,detection_latency_ms_count,median,2217.0,5
cloud_only,fault_sustained,detection_latency_ms_count,std,10.310189135025603,5
cloud_only,fault_sustained,detection_latency_ms_count,p95,2233.8,5
cloud_only,fault_sustained,detection_latency_ms_count,min,2210.0,5
cloud_only,fault_sustained,detection_latency_ms_count,max,2236.0,5
cloud_only,fault_sustained,detection_latency_ms_max,count,5,5
cloud_only,fault_sustained,detection_latency_ms_max,mean,32.279109954833984,5
cloud_only,fault_sustained,detection_latency_ms_max,median,26.561260223388672,5
cloud_only,fault_sustained,detection_latency_ms_max,std,14.220320819430425,5
cloud_only,fault_sustained,detection_latency_ms_max,p95,51.7573356628418,5
cloud_only,fault_sustained,detection_latency_ms_max,min,21.415233612060547,5
cloud_only,fault_sustained,detection_latency_ms_max,max,57.02805519104004,5
cloud_only,fault_sustained,detection_latency_ms_mean,count,5,5
cloud_only,fault_sustained,detection_latency_ms_mean,mean,3.585390124462024,5
cloud_only,fault_sustained,detection_latency_ms_mean,median,3.5945455987063633,5
cloud_only,fault_sustained,detection_latency_ms_mean,std,0.06503706530494668,5
cloud_only,fault_sustained,detection_latency_ms_mean,p95,3.6634554916553284,5
cloud_only,fault_sustained,detection_latency_ms_mean,min,3.5163326212246644,5
cloud_only,fault_sustained,detection_latency_ms_mean,max,3.6769628524780273,5
cloud_only,fault_sustained,detection_latency_ms_median,count,5,5
cloud_only,fault_sustained,detection_latency_ms_median,mean,3.4545421600341797,5
cloud_only,fault_sustained,detection_latency_ms_median,median,3.4487247467041016,5
cloud_only,fault_sustained,detection_latency_ms_median,std,0.03663959135350626,5
cloud_only,fault_sustained,detection_latency_ms_median,p95,3.4937381744384766,5
cloud_only,fault_sustained,detection_latency_ms_median,min,3.407716751098633,5
cloud_only,fault_sustained,detection_latency_ms_median,max,3.495454788208008,5
cloud_only,fault_sustained,detection_latency_ms_min,count,5,5
cloud_only,fault_sustained,detection_latency_ms_min,mean,3.003406524658203,5
cloud_only,fault_sustained,detection_latency_ms_min,median,3.027677536010742,5
cloud_only,fault_sustained,detection_latency_ms_min,std,0.07570482582778532,5
cloud_only,fault_sustained,detection_latency_ms_min,p95,3.0732154846191406,5
cloud_only,fault_sustained,detection_latency_ms_min,min,2.920866012573242,5
cloud_only,fault_sustained,detection_latency_ms_min,max,3.074169158935547,5
cloud_only,fault_sustained,detection_latency_ms_p95,count,5,5
cloud_only,fault_sustained,detection_latency_ms_p95,mean,3.9309406280517565,5
cloud_only,fault_sustained,detection_latency_ms_p95,median,3.9065957069396973,5
cloud_only,fault_sustained,detection_latency_ms_p95,std,0.06070240582015484,5
cloud_only,fault_sustained,detection_latency_ms_p95,p95,4.012913703918452,5
cloud_only,fault_sustained,detection_latency_ms_p95,min,3.876495361328125,5
cloud_only,fault_sustained,detection_latency_ms_p95,max,4.029715061187737,5
cloud_only,fault_sustained,detection_latency_ms_std,count,5,5
cloud_only,fault_sustained,detection_latency_ms_std,mean,1.066372163698253,5
cloud_only,fault_sustained,detection_latency_ms_std,median,0.9273861573702895,5
cloud_only,fault_sustained,detection_latency_ms_std,std,0.3718238588548509,5
cloud_only,fault_sustained,detection_latency_ms_std,p95,1.552209363638329,5
cloud_only,fault_sustained,detection_latency_ms_std,min,0.7168529919124133,5
cloud_only,fault_sustained,detection_latency_ms_std,max,1.6294699651699542,5
cloud_only,fault_sustained,detector_cpu_count,count,5,5
cloud_only,fault_sustained,detector_cpu_count,mean,159.2,5
cloud_only,fault_sustained,detector_cpu_count,median,159.0,5
cloud_only,fault_sustained,detector_cpu_count,std,1.3038404810405297,5
cloud_only,fault_sustained,detector_cpu_count,p95,160.8,5
cloud_only,fault_sustained,detector_cpu_count,min,158.0,5
cloud_only,fault_sustained,detector_cpu_count,max,161.0,5
cloud_only,fault_sustained,detector_cpu_max,count,5,5
cloud_only,fault_sustained,detector_cpu_max,mean,2.7203956026754255,5
cloud_only,fault_sustained,detector_cpu_max,median,2.713155145119141,5
cloud_only,fault_sustained,detector_cpu_max,std,0.10526860315574715,5
cloud_only,fault_sustained,detector_cpu_max,p95,2.8375267164178566,5
cloud_only,fault_sustained,detector_cpu_max,min,2.5682967461098403,5
cloud_only,fault_sustained,detector_cpu_max,max,2.8539543378353787,5
cloud_only,fault_sustained,detector_cpu_mean,count,5,5
cloud_only,fault_sustained,detector_cpu_mean,mean,1.8160293783325252,5
cloud_only,fault_sustained,detector_cpu_mean,median,1.7995515398023718,5
cloud_only,fault_sustained,detector_cpu_mean,std,0.03979502206175031,5
cloud_only,fault_sustained,detector_cpu_mean,p95,1.860539296659441,5
cloud_only,fault_sustained,detector_cpu_mean,min,1.7728330232585607,5
cloud_only,fault_sustained,detector_cpu_mean,max,1.8620945666762843,5
cloud_only,fault_sustained,detector_cpu_median,count,5,5
cloud_only,fault_sustained,detector_cpu_median,mean,1.7498947444341661,5
cloud_only,fault_sustained,detector_cpu_median,median,1.718090686081633,5
cloud_only,fault_sustained,detector_cpu_median,std,0.051487279029328994,5
cloud_only,fault_sustained,detector_cpu_median,p95,1.8099310138203555,5
cloud_only,fault_sustained,detector_cpu_median,min,1.7034113597853278,5
cloud_only,fault_sustained,detector_cpu_median,max,1.8127662975515029,5
cloud_only,fault_sustained,detector_cpu_min,count,5,5
cloud_only,fault_sustained,detector_cpu_min,mean,0.9406570002449114,5
cloud_only,fault_sustained,detector_cpu_min,median,0.8214362701394007,5
cloud_only,fault_sustained,detector_cpu_min,std,0.33436719079656796,5
cloud_only,fault_sustained,detector_cpu_min,p95,1.298339851106548,5
cloud_only,fault_sustained,detector_cpu_min,min,0.595148651127791,5
cloud_only,fault_sustained,detector_cpu_min,max,1.2997448176416653,5
cloud_only,fault_sustained,detector_cpu_p95,count,5,5
cloud_only,fault_sustained,detector_cpu_p95,mean,2.589752795232957,5
cloud_only,fault_sustained,detector_cpu_p95,median,2.616941662365725,5
cloud_only,fault_sustained,detector_cpu_p95,std,0.05949284321056029,5
cloud_only,fault_sustained,detector_cpu_p95,p95,2.628482540932291,5
cloud_only,fault_sustained,detector_cpu_p95,min,2.4860548295933045,5
cloud_only,fault_sustained,detector_cpu_p95,max,2.6302242731874825,5
cloud_only,fault_sustained,detector_cpu_std,count,5,5
cloud_only,fault_sustained,detector_cpu_std,mean,0.3644025953085736,5
cloud_only,fault_sustained,detector_cpu_std,median,0.36449462966488017,5
cloud_only,fault_sustained,detector_cpu_std,std,0.025643008844634135,5
cloud_only,fault_sustained,detector_cpu_std,p95,0.39740710116110883,5
cloud_only,fault_sustained,detector_cpu_std,min,0.33924949347311906,5
cloud_only,fault_sustained,detector_cpu_std,max,0.40477416807541566,5
cloud_only,fault_sustained,detector_memory_count,count,5,5
cloud_only,fault_sustained,detector_memory_count,mean,160.2,5
cloud_only,fault_sustained,detector_memory_count,median,160.0,5
cloud_only,fault_sustained,detector_memory_count,std,1.3038404810405297,5
cloud_only,fault_sustained,detector_memory_count,p95,161.8,5
cloud_only,fault_sustained,detector_memory_count,min,159.0,5
cloud_only,fault_sustained,detector_memory_count,max,162.0,5
cloud_only,fault_sustained,detector_memory_max,count,5,5
cloud_only,fault_sustained,detector_memory_max,mean,224171622.4,5
cloud_only,fault_sustained,detector_memory_max,median,224464896.0,5
cloud_only,fault_sustained,detector_memory_max,std,1251696.9878228516,5
cloud_only,fault_sustained,detector_memory_max,p95,225353728.0,5
cloud_only,fault_sustained,detector_memory_max,min,222359552.0,5
cloud_only,fault_sustained,detector_memory_max,max,225411072.0,5
cloud_only,fault_sustained,detector_memory_mean,count,5,5
cloud_only,fault_sustained,detector_memory_mean,mean,222200814.25918105,5
cloud_only,fault_sustained,detector_memory_mean,median,222205721.6,5
cloud_only,fault_sustained,detector_memory_mean,std,21013.104851082728,5
cloud_only,fault_sustained,detector_memory_mean,p95,222223490.42909488,5
cloud_only,fault_sustained,detector_memory_mean,min,222170883.16049382,5
cloud_only,fault_sustained,detector_memory_mean,max,222227140.42767295,5
cloud_only,fault_sustained,detector_memory_median,count,5,5
cloud_only,fault_sustained,detector_memory_median,mean,222196531.2,5
cloud_only,fault_sustained,detector_memory_median,median,222199808.0,5
cloud_only,fault_sustained,detector_memory_median,std,8394.302067474104,5
cloud_only,fault_sustained,detector_memory_median,p95,222203904.0,5
cloud_only,fault_sustained,detector_memory_median,min,222187520.0,5
cloud_only,fault_sustained,detector_memory_median,max,222203904.0,5
cloud_only,fault_sustained,detector_memory_min,count,5,5
cloud_only,fault_sustained,detector_memory_min,mean,221873766.4,5
cloud_only,fault_sustained,detector_memory_min,median,221880320.0,5
cloud_only,fault_sustained,detector_memory_min,std,17036.602853855577,5
cloud_only,fault_sustained,detector_memory_min,p95,221888512.0,5
cloud_only,fault_sustained,detector_memory_min,min,221851648.0,5
cloud_only,fault_sustained,detector_memory_min,max,221888512.0,5
cloud_only,fault_sustained,detector_memory_p95,count,5,5
cloud_only,fault_sustained,detector_memory_p95,mean,222358732.8,5
cloud_only,fault_sustained,detector_memory_p95,median,222351360.0,5
cloud_only,fault_sustained,detector_memory_p95,std,16738.56347480273,5
cloud_only,fault_sustained,detector_memory_p95,p95,222381670.4,5
cloud_only,fault_sustained,detector_memory_p95,min,222347264.0,5
cloud_only,fault_sustained,detector_memory_p95,max,222388224.0,5
cloud_only,fault_sustained,detector_memory_std,count,5,5
cloud_only,fault_sustained,detector_memory_std,mean,213748.89105639028,5
cloud_only,fault_sustained,detector_memory_std,median,220718.7376792168,5
cloud_only,fault_sustained,detector_memory_std,std,61967.30684645702,5
cloud_only,fault_sustained,detector_memory_std,p95,278289.8902444869,5
cloud_only,fault_sustained,detector_memory_std,min,134639.7930501335,5
cloud_only,fault_sustained,detector_memory_std,max,282330.26197422546,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,count,5,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,mean,23.4,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,median,23.0,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,std,0.5477225575051661,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,p95,24.0,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,min,23.0,5
cloud_only,fault_sustained,diagnosis_latency_ms_count,max,24.0,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,count,5,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,mean,20.26958465576172,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,median,16.002178192138672,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,std,7.029998228868495,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,p95,29.422330856323242,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,min,14.911413192749023,5
cloud_only,fault_sustained,diagnosis_latency_ms_max,max,30.64894676208496,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,count,5,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,mean,13.841822527456975,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,median,13.820233552352242,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,std,0.6709808746691944,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,p95,14.706954230432924,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,min,13.193016466887102,5
cloud_only,fault_sustained,diagnosis_latency_ms_mean,max,14.888908552086871,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,count,5,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,mean,13.542628288269043,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,median,13.40794563293457,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,std,0.3912478521817098,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,p95,13.986539840698242,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,min,13.129949569702148,5
cloud_only,fault_sustained,diagnosis_latency_ms_median,max,14.007210731506348,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,count,5,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,mean,11.540508270263672,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,median,11.664390563964844,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,std,0.7673409389413253,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,p95,12.281322479248047,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,min,10.303258895874023,5
cloud_only,fault_sustained,diagnosis_latency_ms_min,max,12.417316436767578,5
cloud_only,fault_sustained,diagnosis_latency_ms_p95,count,5,5
cloud_only,fault_sustained,diagnosis_latency_ms_p95,mean,15.623738765716553,5
cloud_only,fault_sustained,diagnosis_latency_ms_p95,median,15.486097335815428,5
